burst	rep	timestamp	lumen	tempA	relhumA	tempB	relhumB	weight
0	0	25/6/2019-21:26:26	286	26.70	50.00	26.00	48.00	-0.0
0	1	25/6/2019-21:26:27	280	26.70	50.00	26.00	48.00	-0.0
0	2	25/6/2019-21:26:28	368	26.90	50.00	25.90	47.00	-0.0
0	3	25/6/2019-21:26:30	391	26.90	50.00	25.90	47.00	0.0
0	4	25/6/2019-21:26:31	389	26.90	50.00	26.00	48.00	-0.0
0	5	25/6/2019-21:26:32	374	26.90	50.00	26.00	48.00	-0.0
1	0	25/6/2019-21:32:10	359	26.90	50.00	26.00	48.00	3.7
1	1	25/6/2019-21:32:11	357	26.90	50.00	26.00	48.00	3.7
1	2	25/6/2019-21:32:12	359	26.90	50.00	25.90	47.00	3.7
1	3	25/6/2019-21:32:13	359	26.90	50.00	25.90	47.00	3.7
1	4	25/6/2019-21:32:14	360	27.00	50.00	26.10	48.00	3.7
1	5	25/6/2019-21:32:15	359	27.00	50.00	26.10	48.00	3.7
2	0	25/6/2019-21:37:53	350	27.00	50.00	26.10	48.00	3.7
2	1	25/6/2019-21:37:54	350	27.00	50.00	26.10	48.00	3.7
2	2	25/6/2019-21:37:55	349	26.90	50.00	25.90	47.00	3.7
2	3	25/6/2019-21:37:56	349	26.90	50.00	25.90	47.00	3.7
2	4	25/6/2019-21:37:58	349	27.00	50.00	26.00	48.00	3.7
2	5	25/6/2019-21:37:59	351	27.00	50.00	26.00	48.00	3.7
3	0	25/6/2019-21:43:37	357	27.00	50.00	26.00	48.00	3.7
3	1	25/6/2019-21:43:38	357	27.00	50.00	26.00	48.00	3.7
3	2	25/6/2019-21:43:39	358	26.90	49.00	25.90	46.00	3.7
3	3	25/6/2019-21:43:40	357	26.90	49.00	25.90	46.00	3.7
3	4	25/6/2019-21:43:41	355	26.90	49.00	25.90	46.00	3.7
3	5	25/6/2019-21:43:42	356	26.90	49.00	25.90	46.00	3.7
4	0	25/6/2019-21:49:20	362	27.00	49.00	26.00	47.00	3.7
4	1	25/6/2019-21:49:21	363	27.00	49.00	26.00	47.00	3.7
4	2	25/6/2019-21:49:22	363	26.90	48.00	25.90	45.00	3.7
4	3	25/6/2019-21:49:23	363	26.90	48.00	25.90	45.00	3.7
4	4	25/6/2019-21:49:24	361	26.90	48.00	26.00	46.00	3.7
4	5	25/6/2019-21:49:26	362	26.90	48.00	26.00	46.00	3.7
5	0	25/6/2019-21:55:03	363	26.90	48.00	26.00	46.00	3.7
5	1	25/6/2019-21:55:05	364	26.90	48.00	26.00	46.00	3.7
5	2	25/6/2019-21:55:06	364	26.80	47.00	25.90	44.00	3.7
5	3	25/6/2019-21:55:07	366	26.80	47.00	25.90	44.00	3.7
5	4	25/6/2019-21:55:08	366	26.80	47.00	25.90	44.00	3.7
5	5	25/6/2019-21:55:09	364	26.80	47.00	25.90	44.00	3.7
6	0	25/6/2019-22:00:47	365	26.80	47.00	25.90	44.00	3.7
6	1	25/6/2019-22:00:48	364	26.80	47.00	25.90	44.00	3.7
6	2	25/6/2019-22:00:49	365	26.80	47.00	25.80	44.00	3.7
6	3	25/6/2019-22:00:50	366	26.80	47.00	25.80	44.00	3.7
6	4	25/6/2019-22:00:51	366	26.80	47.00	25.80	44.00	3.7
6	5	25/6/2019-22:00:52	364	26.80	47.00	25.80	44.00	3.7
7	0	25/6/2019-22:06:30	16	26.80	47.00	25.90	44.00	3.7
7	1	25/6/2019-22:06:31	20	26.80	47.00	25.90	44.00	3.7
7	2	25/6/2019-22:06:32	21	26.70	48.00	25.80	45.00	3.7
7	3	25/6/2019-22:06:34	21	26.70	48.00	25.80	45.00	3.7
7	4	25/6/2019-22:06:35	21	26.80	48.00	25.90	45.00	3.7
7	5	25/6/2019-22:06:36	22	26.80	48.00	25.90	45.00	3.7
8	0	25/6/2019-22:12:14	14	26.90	48.00	25.90	45.00	3.7
8	1	25/6/2019-22:12:15	18	26.90	48.00	25.90	45.00	3.7
8	2	25/6/2019-22:12:16	18	26.70	48.00	25.80	45.00	3.7
8	3	25/6/2019-22:12:17	19	26.70	48.00	25.80	45.00	3.7
8	4	25/6/2019-22:12:18	19	26.70	48.00	25.80	45.00	3.7
8	5	25/6/2019-22:12:19	19	26.70	48.00	25.80	45.00	3.7
9	0	25/6/2019-22:17:57	14	26.70	48.00	25.80	45.00	3.7
9	1	25/6/2019-22:17:58	18	26.70	48.00	25.80	45.00	3.7
9	2	25/6/2019-22:17:59	19	26.70	47.00	25.70	44.00	3.7
9	3	25/6/2019-22:18:00	19	26.70	47.00	25.70	44.00	3.7
9	4	25/6/2019-22:18:02	19	26.70	47.00	25.70	44.00	3.7
9	5	25/6/2019-22:18:03	20	26.70	47.00	25.70	44.00	3.7
10	0	25/6/2019-22:23:41	14	26.70	47.00	25.80	44.00	3.7
10	1	25/6/2019-22:23:42	18	26.70	47.00	25.80	44.00	3.7
10	2	25/6/2019-22:23:43	19	26.60	47.00	25.60	44.00	3.7
10	3	25/6/2019-22:23:44	19	26.60	47.00	25.60	44.00	3.7
10	4	25/6/2019-22:23:45	19	26.60	47.00	25.60	44.00	3.7
10	5	25/6/2019-22:23:46	20	26.60	47.00	25.60	44.00	3.7
11	0	25/6/2019-22:29:24	14	26.60	47.00	25.60	44.00	3.7
11	1	25/6/2019-22:29:25	18	26.60	47.00	25.60	44.00	3.7
11	2	25/6/2019-22:29:26	19	26.40	47.00	25.60	44.00	3.7
11	3	25/6/2019-22:29:27	19	26.40	47.00	25.60	44.00	3.7
11	4	25/6/2019-22:29:29	19	26.50	47.00	25.60	44.00	3.7
11	5	25/6/2019-22:29:30	19	26.50	47.00	25.60	44.00	3.7
12	0	25/6/2019-22:35:07	14	26.50	47.00	25.60	44.00	3.7
12	1	25/6/2019-22:35:09	18	26.50	47.00	25.60	44.00	3.7
12	2	25/6/2019-22:35:10	19	26.40	47.00	25.50	44.00	3.7
12	3	25/6/2019-22:35:11	19	26.40	47.00	25.50	44.00	3.7
12	4	25/6/2019-22:35:12	20	26.40	47.00	25.60	45.00	3.7
12	5	25/6/2019-22:35:13	20	26.40	47.00	25.60	45.00	3.7
13	0	25/6/2019-22:40:51	17	26.50	47.00	25.60	44.00	3.7
13	1	25/6/2019-22:40:52	21	26.50	47.00	25.60	44.00	3.7
13	2	25/6/2019-22:40:53	22	26.40	47.00	25.50	45.00	3.7
13	3	25/6/2019-22:40:54	22	26.40	47.00	25.50	45.00	3.7
13	4	25/6/2019-22:40:56	22	26.40	48.00	25.50	44.00	3.7
13	5	25/6/2019-22:40:57	23	26.40	48.00	25.50	44.00	3.7
14	0	25/6/2019-22:46:34	17	26.40	48.00	25.60	44.00	3.7
14	1	25/6/2019-22:46:35	21	26.40	48.00	25.60	44.00	3.7
14	2	25/6/2019-22:46:37	22	26.40	48.00	25.50	45.00	3.7
14	3	25/6/2019-22:46:38	22	26.40	48.00	25.50	45.00	3.7
14	4	25/6/2019-22:46:39	22	26.40	49.00	25.50	45.00	3.7
14	5	25/6/2019-22:46:40	22	26.40	49.00	25.50	45.00	3.7
15	0	25/6/2019-22:52:18	14	26.40	49.00	25.50	45.00	3.7
15	1	25/6/2019-22:52:19	18	26.40	49.00	25.50	45.00	3.7
15	2	25/6/2019-22:52:20	19	26.40	49.00	25.50	46.00	3.7
15	3	25/6/2019-22:52:21	19	26.40	49.00	25.50	46.00	3.7
15	4	25/6/2019-22:52:22	20	26.40	49.00	25.50	46.00	3.7
15	5	25/6/2019-22:52:24	20	26.40	49.00	25.50	46.00	3.7
16	0	25/6/2019-22:58:01	14	26.40	49.00	25.50	46.00	3.7
16	1	25/6/2019-22:58:02	18	26.40	49.00	25.50	46.00	3.7
16	2	25/6/2019-22:58:04	19	26.40	49.00	25.50	47.00	3.7
16	3	25/6/2019-22:58:05	19	26.40	49.00	25.50	47.00	3.7
16	4	25/6/2019-22:58:06	20	26.40	50.00	25.50	47.00	3.7
16	5	25/6/2019-22:58:07	20	26.40	50.00	25.50	47.00	3.7
17	0	25/6/2019-23:03:45	14	26.40	49.00	25.50	46.00	3.7
17	1	25/6/2019-23:03:46	18	26.40	49.00	25.50	46.00	3.7
17	2	25/6/2019-23:03:47	19	26.40	50.00	25.50	47.00	3.7
17	3	25/6/2019-23:03:48	19	26.40	50.00	25.50	47.00	3.7
17	4	25/6/2019-23:03:49	20	26.40	50.00	25.50	47.00	3.7
17	5	25/6/2019-23:03:50	20	26.40	50.00	25.50	47.00	3.7
18	0	25/6/2019-23:09:28	14	26.50	50.00	25.50	47.00	3.7
18	1	25/6/2019-23:09:29	18	26.50	50.00	25.50	47.00	3.7
18	2	25/6/2019-23:09:30	19	26.40	50.00	25.50	47.00	3.7
18	3	25/6/2019-23:09:32	19	26.40	50.00	25.50	47.00	3.7
18	4	25/6/2019-23:09:33	20	26.50	51.00	25.50	47.00	3.7
18	5	25/6/2019-23:09:34	20	26.50	51.00	25.50	47.00	3.7
19	0	25/6/2019-23:15:12	14	26.50	51.00	25.60	47.00	3.7
19	1	25/6/2019-23:15:13	18	26.50	51.00	25.60	47.00	3.7
19	2	25/6/2019-23:15:14	19	26.40	51.00	25.50	48.00	3.7
19	3	25/6/2019-23:15:15	19	26.40	51.00	25.50	48.00	3.7
19	4	25/6/2019-23:15:16	20	26.40	51.00	25.50	48.00	3.7
19	5	25/6/2019-23:15:17	20	26.40	51.00	25.50	48.00	3.7
20	0	25/6/2019-23:20:55	14	26.60	51.00	25.60	48.00	3.7
20	1	25/6/2019-23:20:56	18	26.60	51.00	25.60	48.00	3.7
20	2	25/6/2019-23:20:57	19	26.50	51.00	25.50	48.00	3.7
20	3	25/6/2019-23:20:59	19	26.50	51.00	25.50	48.00	3.7
20	4	25/6/2019-23:21:00	20	26.50	52.00	25.60	48.00	3.7
20	5	25/6/2019-23:21:01	20	26.50	52.00	25.60	48.00	3.7
21	0	25/6/2019-23:26:39	14	26.50	51.00	25.60	48.00	3.7
21	1	25/6/2019-23:26:40	18	26.50	51.00	25.60	48.00	3.7
21	2	25/6/2019-23:26:41	19	26.50	52.00	25.60	49.00	3.7
21	3	25/6/2019-23:26:42	19	26.50	52.00	25.60	49.00	3.7
21	4	25/6/2019-23:26:43	20	26.60	52.00	25.60	49.00	3.7
21	5	25/6/2019-23:26:44	20	26.60	52.00	25.60	49.00	3.7
22	0	25/6/2019-23:32:22	14	26.60	52.00	25.60	49.00	3.7
22	1	25/6/2019-23:32:23	18	26.60	52.00	25.60	49.00	3.7
22	2	25/6/2019-23:32:24	19	26.40	52.00	25.50	50.00	3.7
22	3	25/6/2019-23:32:26	19	26.40	52.00	25.50	50.00	3.7
22	4	25/6/2019-23:32:27	20	26.50	52.00	25.60	49.00	3.7
22	5	25/6/2019-23:32:28	20	26.50	52.00	25.60	49.00	3.7
23	0	25/6/2019-23:38:06	14	26.60	52.00	25.60	49.00	3.7
23	1	25/6/2019-23:38:07	18	26.60	52.00	25.60	49.00	3.7
23	2	25/6/2019-23:38:08	19	26.40	53.00	25.60	50.00	3.7
23	3	25/6/2019-23:38:09	19	26.40	53.00	25.60	50.00	3.7
23	4	25/6/2019-23:38:10	19	26.50	53.00	25.60	50.00	3.7
23	5	25/6/2019-23:38:11	20	26.50	53.00	25.60	50.00	3.7
24	0	25/6/2019-23:43:49	11	26.50	53.00	25.60	50.00	3.7
24	1	25/6/2019-23:43:50	15	26.50	53.00	25.60	50.00	3.7
24	2	25/6/2019-23:43:51	16	26.50	53.00	25.50	51.00	3.7
24	3	25/6/2019-23:43:53	16	26.50	53.00	25.50	51.00	3.7
24	4	25/6/2019-23:43:54	17	26.60	53.00	25.60	50.00	3.7
24	5	25/6/2019-23:43:55	17	26.60	53.00	25.60	50.00	3.7
25	0	25/6/2019-23:49:33	11	26.60	53.00	25.60	50.00	3.7
25	1	25/6/2019-23:49:34	15	26.60	53.00	25.60	50.00	3.7
25	2	25/6/2019-23:49:35	16	26.50	53.00	25.50	51.00	3.7
25	3	25/6/2019-23:49:36	16	26.50	53.00	25.50	51.00	3.7
25	4	25/6/2019-23:49:37	17	26.50	54.00	25.50	51.00	3.7
25	5	25/6/2019-23:49:39	17	26.50	54.00	25.50	51.00	3.7
26	0	25/6/2019-23:55:16	11	26.60	54.00	25.60	51.00	3.7
26	1	25/6/2019-23:55:17	15	26.60	54.00	25.60	51.00	3.7
26	2	25/6/2019-23:55:19	16	26.50	54.00	25.50	51.00	3.7
26	3	25/6/2019-23:55:20	16	26.50	54.00	25.50	51.00	3.7
26	4	25/6/2019-23:55:21	17	26.50	54.00	25.50	51.00	3.7
26	5	25/6/2019-23:55:22	17	26.50	54.00	25.50	51.00	3.7
27	0	26/6/2019-00:01:00	11	26.50	54.00	25.60	51.00	3.7
27	1	26/6/2019-00:01:01	15	26.50	54.00	25.60	51.00	3.7
27	2	26/6/2019-00:01:02	16	26.50	54.00	25.50	51.00	82.6
27	3	26/6/2019-00:01:03	17	26.50	54.00	25.50	51.00	3.7
27	4	26/6/2019-00:01:04	17	26.60	54.00	25.60	51.00	3.7
27	5	26/6/2019-00:01:06	17	26.60	54.00	25.60	51.00	3.7
28	0	26/6/2019-00:06:43	11	26.60	54.00	25.60	51.00	3.7
28	1	26/6/2019-00:06:45	15	26.60	54.00	25.60	51.00	3.7
28	2	26/6/2019-00:06:46	15	26.50	54.00	25.50	51.00	3.7
28	3	26/6/2019-00:06:47	16	26.50	54.00	25.50	51.00	3.7
28	4	26/6/2019-00:06:48	17	26.50	54.00	25.50	51.00	3.7
28	5	26/6/2019-00:06:49	17	26.50	54.00	25.50	51.00	3.7
29	0	26/6/2019-00:12:27	11	26.60	54.00	25.60	51.00	3.7
29	1	26/6/2019-00:12:28	15	26.60	54.00	25.60	51.00	3.7
29	2	26/6/2019-00:12:29	16	26.50	54.00	25.50	52.00	3.7
29	3	26/6/2019-00:12:30	16	26.50	54.00	25.50	52.00	3.7
29	4	26/6/2019-00:12:31	17	26.50	55.00	25.50	52.00	3.7
29	5	26/6/2019-00:12:33	17	26.50	55.00	25.50	52.00	3.7
30	0	26/6/2019-00:18:10	11	26.50	55.00	25.60	52.00	3.7
30	1	26/6/2019-00:18:11	15	26.50	55.00	25.60	52.00	3.7
30	2	26/6/2019-00:18:13	16	26.50	55.00	25.50	52.00	3.7
30	3	26/6/2019-00:18:14	16	26.50	55.00	25.50	52.00	3.7
30	4	26/6/2019-00:18:15	17	26.50	55.00	25.60	52.00	3.7
30	5	26/6/2019-00:18:16	17	26.50	55.00	25.60	52.00	3.7
31	0	26/6/2019-00:23:54	11	26.50	55.00	25.60	52.00	3.7
31	1	26/6/2019-00:23:55	15	26.50	55.00	25.60	52.00	3.7
31	2	26/6/2019-00:23:56	15	26.50	55.00	25.50	52.00	3.7
31	3	26/6/2019-00:23:57	16	26.50	55.00	25.50	52.00	3.7
31	4	26/6/2019-00:23:58	17	26.50	55.00	25.50	52.00	3.7
31	5	26/6/2019-00:24:00	17	26.50	55.00	25.50	52.00	3.7
32	0	26/6/2019-00:29:37	11	26.50	55.00	25.60	52.00	3.7
32	1	26/6/2019-00:29:39	15	26.50	55.00	25.60	52.00	3.7
32	2	26/6/2019-00:29:40	16	26.50	55.00	25.50	52.00	3.7
32	3	26/6/2019-00:29:41	16	26.50	55.00	25.50	52.00	3.7
32	4	26/6/2019-00:29:42	17	26.50	56.00	25.60	52.00	3.7
32	5	26/6/2019-00:29:43	17	26.50	56.00	25.60	52.00	3.7
33	0	26/6/2019-00:35:21	11	26.60	55.00	25.60	52.00	3.7
33	1	26/6/2019-00:35:22	15	26.60	55.00	25.60	52.00	3.7
33	2	26/6/2019-00:35:23	16	26.50	56.00	25.50	53.00	3.7
33	3	26/6/2019-00:35:24	16	26.50	56.00	25.50	53.00	3.7
33	4	26/6/2019-00:35:25	17	26.50	56.00	25.60	52.00	3.7
33	5	26/6/2019-00:35:27	17	26.50	56.00	25.60	52.00	3.7
34	0	26/6/2019-00:41:04	11	26.50	56.00	25.60	53.00	3.7
34	1	26/6/2019-00:41:05	15	26.50	56.00	25.60	53.00	3.7
34	2	26/6/2019-00:41:07	16	26.40	55.00	25.50	53.00	3.7
34	3	26/6/2019-00:41:08	16	26.40	55.00	25.50	53.00	3.7
34	4	26/6/2019-00:41:09	17	26.50	56.00	25.50	52.00	81.7
34	5	26/6/2019-00:41:10	17	26.50	56.00	25.50	52.00	3.7
35	0	26/6/2019-00:46:48	11	26.50	56.00	25.60	53.00	3.7
35	1	26/6/2019-00:46:49	15	26.50	56.00	25.60	53.00	3.7
35	2	26/6/2019-00:46:50	16	26.40	56.00	25.50	53.00	3.7
35	3	26/6/2019-00:46:51	16	26.40	56.00	25.50	53.00	3.7
35	4	26/6/2019-00:46:52	17	26.50	56.00	25.50	53.00	3.7
35	5	26/6/2019-00:46:54	17	26.50	56.00	25.50	53.00	3.7
36	0	26/6/2019-00:52:31	11	26.50	56.00	25.60	53.00	3.7
36	1	26/6/2019-00:52:33	15	26.50	56.00	25.60	53.00	3.7
36	2	26/6/2019-00:52:34	16	26.50	56.00	25.50	53.00	3.7
36	3	26/6/2019-00:52:35	16	26.50	56.00	25.50	53.00	3.7
36	4	26/6/2019-00:52:36	17	26.50	56.00	25.60	53.00	3.7
36	5	26/6/2019-00:52:37	17	26.50	56.00	25.60	53.00	3.7
37	0	26/6/2019-00:58:15	11	26.50	56.00	25.60	53.00	3.7
37	1	26/6/2019-00:58:16	15	26.50	56.00	25.60	53.00	3.7
37	2	26/6/2019-00:58:17	16	26.40	56.00	25.50	53.00	3.7
37	3	26/6/2019-00:58:18	16	26.40	56.00	25.50	53.00	3.7
37	4	26/6/2019-00:58:19	17	26.50	56.00	25.50	53.00	3.7
37	5	26/6/2019-00:58:21	17	26.50	56.00	25.50	53.00	3.7
38	0	26/6/2019-01:03:58	11	26.50	56.00	25.60	53.00	3.7
38	1	26/6/2019-01:04:00	15	26.50	56.00	25.60	53.00	3.7
38	2	26/6/2019-01:04:01	16	26.40	56.00	25.50	53.00	3.7
38	3	26/6/2019-01:04:02	16	26.40	56.00	25.50	53.00	3.7
38	4	26/6/2019-01:04:03	17	26.50	56.00	25.50	53.00	3.7
38	5	26/6/2019-01:04:04	17	26.50	56.00	25.50	53.00	3.7
39	0	26/6/2019-01:09:42	11	26.40	56.00	25.60	53.00	3.7
39	1	26/6/2019-01:09:43	15	26.40	56.00	25.60	53.00	3.7
39	2	26/6/2019-01:09:44	16	26.40	56.00	25.50	53.00	3.7
39	3	26/6/2019-01:09:45	16	26.40	56.00	25.50	53.00	3.7
39	4	26/6/2019-01:09:46	17	26.40	57.00	25.50	53.00	3.7
39	5	26/6/2019-01:09:48	17	26.40	57.00	25.50	53.00	3.7
40	0	26/6/2019-01:15:25	11	26.40	56.00	25.50	53.00	3.7
40	1	26/6/2019-01:15:26	15	26.40	56.00	25.50	53.00	3.7
40	2	26/6/2019-01:15:28	16	26.40	56.00	25.50	54.00	3.7
40	3	26/6/2019-01:15:29	16	26.40	56.00	25.50	54.00	3.7
40	4	26/6/2019-01:15:30	17	26.40	57.00	25.50	54.00	3.7
40	5	26/6/2019-01:15:31	17	26.40	57.00	25.50	54.00	3.7
41	0	26/6/2019-01:21:09	11	26.50	57.00	25.50	53.00	3.7
41	1	26/6/2019-01:21:10	15	26.50	57.00	25.50	53.00	3.7
41	2	26/6/2019-01:21:11	16	26.40	57.00	25.50	54.00	3.7
41	3	26/6/2019-01:21:12	16	26.40	57.00	25.50	54.00	3.7
41	4	26/6/2019-01:21:13	17	26.40	57.00	25.50	53.00	3.7
41	5	26/6/2019-01:21:15	17	26.40	57.00	25.50	53.00	3.7
42	0	26/6/2019-01:26:43	11	26.40	57.00	25.50	54.00	3.7
42	1	26/6/2019-01:26:45	14	26.40	57.00	25.50	54.00	3.7
42	2	26/6/2019-01:26:46	16	26.40	57.00	25.50	54.00	3.7
42	3	26/6/2019-01:26:47	16	26.40	57.00	25.50	54.00	3.7
42	4	26/6/2019-01:26:48	17	26.40	57.00	25.50	54.00	3.7
42	5	26/6/2019-01:26:49	17	26.40	57.00	25.50	54.00	3.7
43	0	26/6/2019-01:32:27	11	26.40	57.00	25.50	54.00	3.7
43	1	26/6/2019-01:32:28	15	26.40	57.00	25.50	54.00	3.7
43	2	26/6/2019-01:32:29	16	26.40	57.00	25.40	54.00	3.7
43	3	26/6/2019-01:32:30	16	26.40	57.00	25.40	54.00	3.7
43	4	26/6/2019-01:32:32	17	26.40	57.00	25.50	54.00	3.7
43	5	26/6/2019-01:32:33	17	26.40	57.00	25.50	54.00	3.7
44	0	26/6/2019-01:38:10	11	26.40	57.00	25.50	54.00	3.7
44	1	26/6/2019-01:38:12	15	26.40	57.00	25.50	54.00	3.7
44	2	26/6/2019-01:38:13	16	26.40	57.00	25.50	54.00	3.7
44	3	26/6/2019-01:38:14	16	26.40	57.00	25.50	54.00	3.7
44	4	26/6/2019-01:38:15	17	26.40	57.00	25.50	54.00	3.7
44	5	26/6/2019-01:38:16	17	26.40	57.00	25.50	54.00	3.7
45	0	26/6/2019-01:43:54	11	26.40	57.00	25.50	54.00	3.7
45	1	26/6/2019-01:43:55	15	26.40	57.00	25.50	54.00	3.7
45	2	26/6/2019-01:43:56	16	26.40	57.00	25.40	54.00	3.7
45	3	26/6/2019-01:43:57	16	26.40	57.00	25.40	54.00	3.7
45	4	26/6/2019-01:43:58	17	26.40	57.00	25.50	54.00	3.7
45	5	26/6/2019-01:44:00	17	26.40	57.00	25.50	54.00	3.7
46	0	26/6/2019-01:49:37	11	26.40	57.00	25.50	54.00	3.7
46	1	26/6/2019-01:49:39	14	26.40	57.00	25.50	54.00	3.7
46	2	26/6/2019-01:49:40	16	26.30	57.00	25.40	54.00	3.7
46	3	26/6/2019-01:49:41	16	26.30	57.00	25.40	54.00	3.7
46	4	26/6/2019-01:49:42	17	26.40	57.00	25.40	54.00	3.7
46	5	26/6/2019-01:49:43	17	26.40	57.00	25.40	54.00	3.7
47	0	26/6/2019-01:55:21	11	26.40	57.00	25.50	54.00	3.7
47	1	26/6/2019-01:55:22	15	26.40	57.00	25.50	54.00	3.7
47	2	26/6/2019-01:55:23	16	26.30	57.00	25.40	54.00	3.7
47	3	26/6/2019-01:55:24	16	26.30	57.00	25.40	54.00	3.7
47	4	26/6/2019-01:55:25	17	26.40	58.00	25.50	54.00	3.7
47	5	26/6/2019-01:55:27	17	26.40	58.00	25.50	54.00	3.7
48	0	26/6/2019-02:01:04	11	26.40	58.00	25.40	54.00	3.7
48	1	26/6/2019-02:01:06	14	26.40	58.00	25.40	54.00	3.7
48	2	26/6/2019-02:01:07	16	26.30	58.00	25.40	55.00	3.7
48	3	26/6/2019-02:01:08	16	26.30	58.00	25.40	55.00	3.7
48	4	26/6/2019-02:01:09	17	26.30	58.00	25.40	55.00	3.7
48	5	26/6/2019-02:01:10	17	26.30	58.00	25.40	55.00	3.7
49	0	26/6/2019-02:06:48	11	26.40	58.00	25.50	55.00	3.7
49	1	26/6/2019-02:06:49	15	26.40	58.00	25.50	55.00	3.7
49	2	26/6/2019-02:06:50	16	26.30	58.00	25.30	55.00	3.7
49	3	26/6/2019-02:06:51	16	26.30	58.00	25.30	55.00	3.7
49	4	26/6/2019-02:06:52	17	26.30	58.00	25.40	55.00	3.7
49	5	26/6/2019-02:06:54	17	26.30	58.00	25.40	55.00	3.7
50	0	26/6/2019-02:12:31	11	26.40	58.00	25.40	55.00	3.7
50	1	26/6/2019-02:12:32	15	26.40	58.00	25.40	55.00	3.7
50	2	26/6/2019-02:12:34	16	26.30	58.00	25.40	55.00	3.7
50	3	26/6/2019-02:12:35	16	26.30	58.00	25.40	55.00	3.7
50	4	26/6/2019-02:12:36	17	26.30	58.00	25.40	55.00	3.7
50	5	26/6/2019-02:12:37	17	26.30	58.00	25.40	55.00	3.7
51	0	26/6/2019-02:18:15	11	26.40	58.00	25.40	55.00	3.7
51	1	26/6/2019-02:18:16	15	26.40	58.00	25.40	55.00	3.7
51	2	26/6/2019-02:18:17	16	26.30	58.00	25.30	55.00	3.7
51	3	26/6/2019-02:18:18	16	26.30	58.00	25.30	55.00	3.7
51	4	26/6/2019-02:18:19	17	26.30	58.00	25.40	55.00	3.7
51	5	26/6/2019-02:18:21	17	26.30	58.00	25.40	55.00	3.7
52	0	26/6/2019-02:23:58	11	26.40	58.00	25.40	55.00	3.7
52	1	26/6/2019-02:23:59	15	26.40	58.00	25.40	55.00	3.7
52	2	26/6/2019-02:24:01	16	26.30	58.00	25.30	55.00	3.7
52	3	26/6/2019-02:24:02	16	26.30	58.00	25.30	55.00	3.7
52	4	26/6/2019-02:24:03	17	26.30	58.00	25.40	55.00	3.7
52	5	26/6/2019-02:24:04	17	26.30	58.00	25.40	55.00	3.7
53	0	26/6/2019-02:29:42	11	26.30	58.00	25.40	55.00	3.7
53	1	26/6/2019-02:29:43	15	26.30	58.00	25.40	55.00	3.7
53	2	26/6/2019-02:29:44	16	26.20	58.00	25.40	55.00	3.7
53	3	26/6/2019-02:29:45	17	26.20	58.00	25.40	55.00	3.7
53	4	26/6/2019-02:29:46	17	26.30	59.00	25.40	55.00	3.7
53	5	26/6/2019-02:29:48	17	26.30	59.00	25.40	55.00	3.7
54	0	26/6/2019-02:35:25	11	26.30	59.00	25.40	55.00	3.7
54	1	26/6/2019-02:35:26	15	26.30	59.00	25.40	55.00	3.7
54	2	26/6/2019-02:35:27	16	26.20	59.00	25.20	56.00	3.7
54	3	26/6/2019-02:35:29	16	26.20	59.00	25.20	56.00	3.7
54	4	26/6/2019-02:35:30	17	26.30	59.00	25.40	56.00	3.7
54	5	26/6/2019-02:35:31	17	26.30	59.00	25.40	56.00	3.7
55	0	26/6/2019-02:41:09	11	26.30	59.00	25.40	55.00	3.7
55	1	26/6/2019-02:41:10	15	26.30	59.00	25.40	55.00	3.7
55	2	26/6/2019-02:41:11	16	26.20	58.00	25.20	55.00	3.7
55	3	26/6/2019-02:41:12	16	26.20	58.00	25.20	55.00	3.7
55	4	26/6/2019-02:41:13	17	26.20	59.00	25.20	55.00	3.7
55	5	26/6/2019-02:41:14	17	26.20	59.00	25.20	55.00	3.7
56	0	26/6/2019-02:46:52	11	26.30	59.00	25.40	56.00	3.7
56	1	26/6/2019-02:46:53	15	26.30	59.00	25.40	56.00	3.7
56	2	26/6/2019-02:46:54	16	26.10	58.00	25.20	55.00	3.7
56	3	26/6/2019-02:46:56	16	26.10	58.00	25.20	55.00	3.7
56	4	26/6/2019-02:46:57	17	26.30	58.00	25.40	55.00	3.7
56	5	26/6/2019-02:46:58	17	26.30	58.00	25.40	55.00	3.7
57	0	26/6/2019-02:52:36	11	26.30	58.00	25.40	55.00	3.7
57	1	26/6/2019-02:52:37	15	26.30	58.00	25.40	55.00	3.7
57	2	26/6/2019-02:52:38	16	26.20	59.00	25.20	56.00	3.7
57	3	26/6/2019-02:52:39	16	26.20	59.00	25.20	56.00	3.7
57	4	26/6/2019-02:52:40	17	26.10	59.00	25.20	56.00	3.7
57	5	26/6/2019-02:52:41	17	26.10	59.00	25.20	56.00	3.7
58	0	26/6/2019-02:58:19	11	26.30	59.00	25.40	56.00	3.7
58	1	26/6/2019-02:58:20	15	26.30	59.00	25.40	56.00	3.7
58	2	26/6/2019-02:58:21	16	26.10	59.00	25.20	56.00	3.7
58	3	26/6/2019-02:58:23	16	26.10	59.00	25.20	56.00	3.7
58	4	26/6/2019-02:58:24	17	26.10	59.00	25.20	56.00	3.7
58	5	26/6/2019-02:58:25	17	26.10	59.00	25.20	56.00	3.7
59	0	26/6/2019-03:04:03	11	26.20	59.00	25.40	56.00	3.7
59	1	26/6/2019-03:04:04	15	26.20	59.00	25.40	56.00	3.7
59	2	26/6/2019-03:04:05	16	26.10	59.00	25.20	56.00	3.7
