burst	rep	timestamp	lumen	tempA	relhumA	tempB	relhumB	weight
635	2	28/6/2019-10:01:36	287	27.20	63.00	26.20	61.00	3.7
635	3	28/6/2019-10:01:37	287	27.20	63.00	26.20	61.00	3.7
635	4	28/6/2019-10:01:38	287	27.20	63.00	26.20	61.00	3.7
635	5	28/6/2019-10:01:39	287	27.20	63.00	26.20	61.00	3.7
636	0	28/6/2019-10:07:17	296	27.20	63.00	26.20	61.00	3.7
636	1	28/6/2019-10:07:18	297	27.20	63.00	26.20	61.00	3.7
636	2	28/6/2019-10:07:19	297	27.30	63.00	26.20	61.00	3.7
636	3	28/6/2019-10:07:20	297	27.30	63.00	26.20	61.00	3.7
636	4	28/6/2019-10:07:21	297	27.30	63.00	26.40	61.00	3.7
636	5	28/6/2019-10:07:23	297	27.30	63.00	26.40	61.00	3.7
637	0	28/6/2019-10:13:00	302	27.30	63.00	26.40	61.00	3.7
637	1	28/6/2019-10:13:02	303	27.30	63.00	26.40	61.00	3.7
637	2	28/6/2019-10:13:03	303	27.30	63.00	26.40	61.00	3.7
637	3	28/6/2019-10:13:04	303	27.30	63.00	26.40	61.00	3.7
637	4	28/6/2019-10:13:05	303	27.40	63.00	26.40	61.00	3.7
637	5	28/6/2019-10:13:06	303	27.40	63.00	26.40	61.00	3.7
638	0	28/6/2019-10:18:44	308	27.40	63.00	26.40	61.00	3.7
638	1	28/6/2019-10:18:45	309	27.40	63.00	26.40	61.00	3.7
638	2	28/6/2019-10:18:46	309	27.40	63.00	26.40	61.00	3.7
638	3	28/6/2019-10:18:47	309	27.40	63.00	26.40	61.00	3.7
638	4	28/6/2019-10:18:49	309	27.40	63.00	26.50	61.00	3.7
638	5	28/6/2019-10:18:50	309	27.40	63.00	26.50	61.00	3.7
639	0	28/6/2019-10:24:28	229	27.40	63.00	26.50	61.00	3.7
639	1	28/6/2019-10:24:29	230	27.40	63.00	26.50	61.00	3.7
639	2	28/6/2019-10:24:30	230	27.50	63.00	26.50	61.00	3.7
639	3	28/6/2019-10:24:31	230	27.50	63.00	26.50	61.00	3.7
639	4	28/6/2019-10:24:32	230	27.50	63.00	26.50	61.00	3.7
639	5	28/6/2019-10:24:33	230	27.50	63.00	26.50	61.00	3.7
640	0	28/6/2019-10:30:11	303	27.50	63.00	26.50	61.00	3.7
640	1	28/6/2019-10:30:12	304	27.50	63.00	26.50	61.00	3.7
640	2	28/6/2019-10:30:13	304	27.60	62.00	26.50	61.00	3.7
640	3	28/6/2019-10:30:15	304	27.60	62.00	26.50	61.00	3.7
640	4	28/6/2019-10:30:16	304	27.60	63.00	26.60	61.00	3.7
640	5	28/6/2019-10:30:17	304	27.60	63.00	26.60	61.00	3.7
641	0	28/6/2019-10:35:55	304	27.60	63.00	26.60	61.00	3.7
641	1	28/6/2019-10:35:56	304	27.60	63.00	26.60	61.00	3.7
641	2	28/6/2019-10:35:57	304	27.60	62.00	26.60	61.00	3.7
641	3	28/6/2019-10:35:58	304	27.60	62.00	26.60	61.00	3.7
641	4	28/6/2019-10:35:59	305	27.60	63.00	26.60	61.00	3.7
641	5	28/6/2019-10:36:01	305	27.60	63.00	26.60	61.00	3.7
642	0	28/6/2019-10:41:38	297	27.60	62.00	26.60	61.00	3.7
642	1	28/6/2019-10:41:40	298	27.60	62.00	26.60	61.00	3.7
642	2	28/6/2019-10:41:41	299	27.70	63.00	26.60	61.00	3.7
642	3	28/6/2019-10:41:42	299	27.70	63.00	26.60	61.00	3.7
642	4	28/6/2019-10:41:43	299	27.70	63.00	26.70	61.00	3.7
642	5	28/6/2019-10:41:44	300	27.70	63.00	26.70	61.00	3.7
643	0	28/6/2019-10:47:22	307	27.70	63.00	26.70	61.00	3.7
643	1	28/6/2019-10:47:23	308	27.70	63.00	26.70	61.00	3.7
643	2	28/6/2019-10:47:24	308	27.80	62.00	26.70	61.00	3.7
643	3	28/6/2019-10:47:26	308	27.80	62.00	26.70	61.00	3.7
643	4	28/6/2019-10:47:27	308	27.80	63.00	26.80	61.00	3.7
643	5	28/6/2019-10:47:28	308	27.80	63.00	26.80	61.00	3.7
644	0	28/6/2019-10:53:06	302	27.90	63.00	26.80	61.00	3.7
644	1	28/6/2019-10:53:07	303	27.90	63.00	26.80	61.00	3.7
644	2	28/6/2019-10:53:08	303	27.90	63.00	26.90	61.00	3.7
644	3	28/6/2019-10:53:09	303	27.90	63.00	26.90	61.00	3.7
644	4	28/6/2019-10:53:10	303	27.90	63.00	26.90	61.00	3.7
644	5	28/6/2019-10:53:12	303	27.90	63.00	26.90	61.00	3.7
645	0	28/6/2019-10:58:49	313	27.90	63.00	26.90	61.00	3.7
645	1	28/6/2019-10:58:51	314	27.90	63.00	26.90	61.00	3.7
645	2	28/6/2019-10:58:52	314	27.90	63.00	26.90	61.00	3.7
645	3	28/6/2019-10:58:53	314	27.90	63.00	26.90	61.00	3.7
645	4	28/6/2019-10:58:54	314	28.00	64.00	26.90	61.00	3.7
645	5	28/6/2019-10:58:55	314	28.00	64.00	26.90	61.00	3.7
646	0	28/6/2019-11:04:33	328	28.00	64.00	27.00	61.00	3.7
646	1	28/6/2019-11:04:34	329	28.00	64.00	27.00	61.00	3.7
646	2	28/6/2019-11:04:35	329	28.00	63.00	26.90	61.00	3.7
646	3	28/6/2019-11:04:36	328	28.00	63.00	26.90	61.00	3.7
646	4	28/6/2019-11:04:37	328	28.00	63.00	27.00	61.00	3.7
646	5	28/6/2019-11:04:39	328	28.00	63.00	27.00	61.00	3.7
647	0	28/6/2019-11:10:17	328	28.00	63.00	27.00	61.00	3.7
647	1	28/6/2019-11:10:18	329	28.00	63.00	27.00	61.00	3.7
647	2	28/6/2019-11:10:19	329	28.00	63.00	27.00	60.00	3.7
647	3	28/6/2019-11:10:20	329	28.00	63.00	27.00	60.00	3.7
647	4	28/6/2019-11:10:21	330	28.10	63.00	27.00	60.00	3.7
647	5	28/6/2019-11:10:22	330	28.10	63.00	27.00	60.00	3.7
648	0	28/6/2019-11:16:00	290	28.10	63.00	27.00	60.00	3.7
648	1	28/6/2019-11:16:01	292	28.10	63.00	27.00	60.00	3.7
648	2	28/6/2019-11:16:03	292	28.10	63.00	27.10	60.00	3.7
648	3	28/6/2019-11:16:04	293	28.10	63.00	27.10	60.00	3.7
648	4	28/6/2019-11:16:05	295	28.20	63.00	27.10	60.00	3.7
648	5	28/6/2019-11:16:06	296	28.20	63.00	27.10	60.00	3.7
649	0	28/6/2019-11:21:44	305	28.20	63.00	27.10	60.00	3.7
649	1	28/6/2019-11:21:45	306	28.20	63.00	27.10	60.00	3.7
649	2	28/6/2019-11:21:46	306	28.20	63.00	27.10	60.00	3.7
649	3	28/6/2019-11:21:47	306	28.20	63.00	27.10	60.00	3.7
649	4	28/6/2019-11:21:48	306	28.20	63.00	27.10	60.00	3.7
649	5	28/6/2019-11:21:50	307	28.20	63.00	27.10	60.00	3.7
650	0	28/6/2019-11:27:28	305	28.30	63.00	27.20	60.00	3.7
650	1	28/6/2019-11:27:29	306	28.30	63.00	27.20	60.00	3.7
650	2	28/6/2019-11:27:30	306	28.30	62.00	27.20	59.00	3.7
650	3	28/6/2019-11:27:31	306	28.30	62.00	27.20	59.00	3.7
650	4	28/6/2019-11:27:32	307	28.30	62.00	27.20	59.00	3.7
650	5	28/6/2019-11:27:33	307	28.30	62.00	27.20	59.00	3.7
651	0	28/6/2019-11:33:11	321	28.30	62.00	27.20	59.00	3.7
651	1	28/6/2019-11:33:12	322	28.30	62.00	27.20	59.00	3.7
651	2	28/6/2019-11:33:14	323	28.30	61.00	27.30	58.00	3.7
651	3	28/6/2019-11:33:15	324	28.30	61.00	27.30	58.00	3.7
651	4	28/6/2019-11:33:16	324	28.30	61.00	27.30	58.00	3.7
651	5	28/6/2019-11:33:17	324	28.30	61.00	27.30	58.00	3.7
652	0	28/6/2019-11:38:55	341	28.30	61.00	27.40	58.00	3.7
652	1	28/6/2019-11:38:56	342	28.30	61.00	27.40	58.00	3.7
652	2	28/6/2019-11:38:57	342	28.30	58.00	27.20	55.00	3.7
652	3	28/6/2019-11:38:58	343	28.30	58.00	27.20	55.00	3.7
652	4	28/6/2019-11:38:59	343	28.30	59.00	27.30	55.00	3.7
652	5	28/6/2019-11:39:00	343	28.30	59.00	27.30	55.00	3.7
653	0	28/6/2019-11:44:38	345	28.30	59.00	27.30	55.00	3.7
653	1	28/6/2019-11:44:40	345	28.30	59.00	27.30	55.00	3.7
653	2	28/6/2019-11:44:41	345	28.30	56.00	27.20	53.00	3.7
653	3	28/6/2019-11:44:42	345	28.30	56.00	27.20	53.00	3.7
653	4	28/6/2019-11:44:43	345	28.30	56.00	27.20	53.00	3.7
653	5	28/6/2019-11:44:44	345	28.30	56.00	27.20	53.00	3.7
654	0	28/6/2019-11:50:22	322	28.30	56.00	27.30	53.00	3.7
654	1	28/6/2019-11:50:23	323	28.30	56.00	27.30	53.00	3.7
654	2	28/6/2019-11:50:24	323	28.30	55.00	27.20	52.00	3.7
654	3	28/6/2019-11:50:25	324	28.30	55.00	27.20	52.00	3.7
654	4	28/6/2019-11:50:26	324	28.30	55.00	27.20	52.00	3.7
654	5	28/6/2019-11:50:28	324	28.30	55.00	27.20	52.00	3.7
655	0	28/6/2019-11:56:05	332	28.30	55.00	27.30	52.00	3.7
655	1	28/6/2019-11:56:07	333	28.30	55.00	27.30	52.00	3.7
655	2	28/6/2019-11:56:08	332	28.30	54.00	27.20	50.00	3.7
655	3	28/6/2019-11:56:09	333	28.30	54.00	27.20	50.00	3.7
655	4	28/6/2019-11:56:10	333	28.30	54.00	27.30	51.00	3.7
655	5	28/6/2019-11:56:11	333	28.30	54.00	27.30	51.00	3.7
656	0	28/6/2019-12:01:49	344	28.30	54.00	27.40	50.00	3.7
656	1	28/6/2019-12:01:50	345	28.30	54.00	27.40	50.00	3.7
656	2	28/6/2019-12:01:51	344	28.30	53.00	27.20	50.00	3.7
656	3	28/6/2019-12:01:52	344	28.30	53.00	27.20	50.00	3.7
656	4	28/6/2019-12:01:54	345	28.40	53.00	27.30	50.00	3.7
656	5	28/6/2019-12:01:55	345	28.40	53.00	27.30	50.00	3.7
657	0	28/6/2019-12:07:33	363	28.40	53.00	27.30	50.00	3.7
657	1	28/6/2019-12:07:34	363	28.40	53.00	27.30	50.00	3.7
657	2	28/6/2019-12:07:35	363	28.40	53.00	27.30	50.00	3.7
657	3	28/6/2019-12:07:36	363	28.40	53.00	27.30	50.00	3.7
657	4	28/6/2019-12:07:37	363	28.40	53.00	27.30	50.00	3.7
657	5	28/6/2019-12:07:38	363	28.40	53.00	27.30	50.00	3.7
658	0	28/6/2019-12:13:16	356	28.40	53.00	27.40	50.00	3.7
658	1	28/6/2019-12:13:17	356	28.40	53.00	27.40	50.00	3.7
658	2	28/6/2019-12:13:18	357	28.40	52.00	27.40	49.00	3.7
658	3	28/6/2019-12:13:20	357	28.40	52.00	27.40	49.00	3.7
658	4	28/6/2019-12:13:21	357	28.40	52.00	27.40	49.00	3.7
658	5	28/6/2019-12:13:22	357	28.40	52.00	27.40	49.00	3.7
659	0	28/6/2019-12:19:00	354	28.50	52.00	27.40	49.00	3.7
659	1	28/6/2019-12:19:01	355	28.50	52.00	27.40	49.00	3.7
659	2	28/6/2019-12:19:02	355	28.40	51.00	27.40	48.00	3.7
659	3	28/6/2019-12:19:03	355	28.40	51.00	27.40	48.00	3.7
659	4	28/6/2019-12:19:04	356	28.40	51.00	27.50	48.00	3.7
659	5	28/6/2019-12:19:05	356	28.40	51.00	27.50	48.00	3.7
660	0	28/6/2019-12:24:43	359	28.40	51.00	27.50	48.00	3.7
660	1	28/6/2019-12:24:45	360	28.40	51.00	27.50	48.00	3.7
660	2	28/6/2019-12:24:46	360	28.40	51.00	27.50	48.00	3.7
660	3	28/6/2019-12:24:47	360	28.40	51.00	27.50	48.00	3.7
660	4	28/6/2019-12:24:48	359	28.40	51.00	27.50	48.00	3.7
660	5	28/6/2019-12:24:49	360	28.40	51.00	27.50	48.00	3.7
661	0	28/6/2019-12:30:27	378	28.50	51.00	27.50	48.00	3.8
661	1	28/6/2019-12:30:28	378	28.50	51.00	27.50	48.00	3.7
661	2	28/6/2019-12:30:29	378	28.50	51.00	27.50	48.00	3.7
661	3	28/6/2019-12:30:30	378	28.50	51.00	27.50	48.00	3.7
661	4	28/6/2019-12:30:31	378	28.60	51.00	27.50	47.00	3.7
661	5	28/6/2019-12:30:33	378	28.60	51.00	27.50	47.00	3.7
662	0	28/6/2019-12:36:11	378	28.60	51.00	27.50	47.00	3.8
662	1	28/6/2019-12:36:12	378	28.60	51.00	27.50	47.00	3.7
662	2	28/6/2019-12:36:13	378	28.50	50.00	27.50	47.00	3.8
662	3	28/6/2019-12:36:14	378	28.50	50.00	27.50	47.00	3.7
662	4	28/6/2019-12:36:15	379	28.50	50.00	27.50	47.00	3.8
662	5	28/6/2019-12:36:16	379	28.50	50.00	27.50	47.00	3.8
663	0	28/6/2019-12:41:54	330	28.60	50.00	27.50	47.00	3.8
663	1	28/6/2019-12:41:55	330	28.60	50.00	27.50	47.00	3.8
663	2	28/6/2019-12:41:56	329	28.50	50.00	27.50	47.00	3.8
663	3	28/6/2019-12:41:58	328	28.50	50.00	27.50	47.00	3.8
663	4	28/6/2019-12:41:59	328	28.60	50.00	27.50	47.00	3.8
663	5	28/6/2019-12:42:00	328	28.60	50.00	27.50	47.00	3.8
664	0	28/6/2019-12:47:38	372	28.60	50.00	27.50	47.00	3.8
664	1	28/6/2019-12:47:39	373	28.60	50.00	27.50	47.00	3.8
664	2	28/6/2019-12:47:40	373	28.60	50.00	27.50	47.00	3.8
664	3	28/6/2019-12:47:41	373	28.60	50.00	27.50	47.00	3.8
664	4	28/6/2019-12:47:42	373	28.60	50.00	27.60	47.00	3.8
664	5	28/6/2019-12:47:43	373	28.60	50.00	27.60	47.00	3.8
665	0	28/6/2019-12:53:21	376	28.70	50.00	27.60	47.00	3.8
665	1	28/6/2019-12:53:23	376	28.70	50.00	27.60	47.00	3.8
665	2	28/6/2019-12:53:24	376	28.70	50.00	27.60	47.00	3.8
665	3	28/6/2019-12:53:25	376	28.70	50.00	27.60	47.00	3.8
665	4	28/6/2019-12:53:26	376	28.70	50.00	27.60	47.00	3.8
665	5	28/6/2019-12:53:27	376	28.70	50.00	27.60	47.00	3.8
666	0	28/6/2019-12:59:05	375	28.70	50.00	27.70	47.00	3.8
666	1	28/6/2019-12:59:06	376	28.70	50.00	27.70	47.00	3.8
666	2	28/6/2019-12:59:07	376	28.70	48.00	27.60	45.00	3.8
666	3	28/6/2019-12:59:08	376	28.70	48.00	27.60	45.00	3.8
666	4	28/6/2019-12:59:10	376	28.70	48.00	27.60	45.00	3.8
666	5	28/6/2019-12:59:11	376	28.70	48.00	27.60	45.00	3.8
667	0	28/6/2019-13:04:49	384	28.70	48.00	27.60	45.00	3.8
667	1	28/6/2019-13:04:50	385	28.70	48.00	27.60	45.00	3.8
667	2	28/6/2019-13:04:51	385	28.70	48.00	27.60	45.00	3.8
667	3	28/6/2019-13:04:52	385	28.70	48.00	27.60	45.00	3.8
667	4	28/6/2019-13:04:53	385	28.70	48.00	27.70	44.00	3.8
667	5	28/6/2019-13:04:54	385	28.70	48.00	27.70	44.00	3.8
668	0	28/6/2019-13:10:32	403	28.70	48.00	27.60	44.00	3.8
668	1	28/6/2019-13:10:33	404	28.70	48.00	27.60	44.00	3.8
668	2	28/6/2019-13:10:35	404	28.70	48.00	27.60	44.00	3.8
668	3	28/6/2019-13:10:36	404	28.70	48.00	27.60	44.00	3.8
668	4	28/6/2019-13:10:37	404	28.70	48.00	27.70	44.00	3.8
668	5	28/6/2019-13:10:38	404	28.70	48.00	27.70	44.00	3.8
669	0	28/6/2019-13:16:16	417	28.70	48.00	27.80	44.00	3.8
669	1	28/6/2019-13:16:17	417	28.70	48.00	27.80	44.00	3.8
669	2	28/6/2019-13:16:18	416	28.70	47.00	27.70	44.00	3.8
669	3	28/6/2019-13:16:19	416	28.70	47.00	27.70	44.00	3.8
669	4	28/6/2019-13:16:21	416	28.80	47.00	27.70	44.00	3.8
669	5	28/6/2019-13:16:22	416	28.80	47.00	27.70	44.00	3.8
670	0	28/6/2019-13:22:00	320	28.80	47.00	27.70	44.00	3.8
670	1	28/6/2019-13:22:01	314	28.80	47.00	27.70	44.00	3.8
670	2	28/6/2019-13:22:02	307	28.90	48.00	27.80	45.00	3.8
670	3	28/6/2019-13:22:03	299	28.90	48.00	27.80	45.00	3.8
670	4	28/6/2019-13:22:04	292	28.90	48.00	27.80	45.00	3.8
670	5	28/6/2019-13:22:05	287	28.90	48.00	27.80	45.00	3.8
671	0	28/6/2019-13:27:43	322	28.90	48.00	27.80	45.00	3.8
671	1	28/6/2019-13:27:45	323	28.90	48.00	27.80	45.00	3.8
671	2	28/6/2019-13:27:46	321	28.80	47.00	27.80	44.00	3.8
671	3	28/6/2019-13:27:47	321	28.80	47.00	27.80	44.00	3.8
671	4	28/6/2019-13:27:48	322	28.80	47.00	27.80	44.00	3.8
671	5	28/6/2019-13:27:49	325	28.80	47.00	27.80	44.00	3.8
672	0	28/6/2019-13:33:27	429	28.90	47.00	27.90	44.00	3.8
672	1	28/6/2019-13:33:28	429	28.90	47.00	27.90	44.00	3.8
672	2	28/6/2019-13:33:29	429	28.80	46.00	27.80	43.00	3.8
672	3	28/6/2019-13:33:30	429	28.80	46.00	27.80	43.00	3.8
672	4	28/6/2019-13:33:31	429	28.90	46.00	27.90	43.00	3.8
672	5	28/6/2019-13:33:33	429	28.90	46.00	27.90	43.00	3.8
673	0	28/6/2019-13:39:11	287	28.90	46.00	27.90	43.00	3.8
673	1	28/6/2019-13:39:12	288	28.90	46.00	27.90	43.00	3.8
673	2	28/6/2019-13:39:13	288	28.90	46.00	27.90	43.00	3.8
673	3	28/6/2019-13:39:14	288	28.90	46.00	27.90	43.00	3.8
673	4	28/6/2019-13:39:15	289	28.90	46.00	27.90	43.00	3.8
673	5	28/6/2019-13:39:16	290	28.90	46.00	27.90	43.00	3.8
674	0	28/6/2019-13:44:54	274	28.90	46.00	27.90	43.00	3.8
674	1	28/6/2019-13:44:55	275	28.90	46.00	27.90	43.00	3.8
674	2	28/6/2019-13:44:56	275	28.90	46.00	27.90	43.00	3.8
674	3	28/6/2019-13:44:58	275	28.90	46.00	27.90	43.00	3.8
674	4	28/6/2019-13:44:59	275	28.90	46.00	27.90	43.00	3.8
674	5	28/6/2019-13:45:00	275	28.90	46.00	27.90	43.00	3.8
675	0	28/6/2019-13:50:38	274	28.90	46.00	27.90	43.00	3.8
675	1	28/6/2019-13:50:39	275	28.90	46.00	27.90	43.00	3.8
675	2	28/6/2019-13:50:40	276	28.90	46.00	27.90	43.00	3.8
675	3	28/6/2019-13:50:41	276	28.90	46.00	27.90	43.00	3.8
675	4	28/6/2019-13:50:42	277	29.00	47.00	27.90	43.00	3.8
675	5	28/6/2019-13:50:44	278	29.00	47.00	27.90	43.00	3.8
676	0	28/6/2019-13:56:22	437	29.00	47.00	27.90	43.00	3.8
676	1	28/6/2019-13:56:23	433	29.00	47.00	27.90	43.00	3.8
676	2	28/6/2019-13:56:24	431	29.00	47.00	27.90	43.00	3.8
676	3	28/6/2019-13:56:25	428	29.00	47.00	27.90	43.00	3.8
676	4	28/6/2019-13:56:26	426	29.00	47.00	27.90	43.00	3.8
676	5	28/6/2019-13:56:27	424	29.00	47.00	27.90	43.00	3.8
677	0	28/6/2019-14:02:05	289	29.00	47.00	28.00	44.00	3.8
677	1	28/6/2019-14:02:06	290	29.00	47.00	28.00	44.00	3.8
677	2	28/6/2019-14:02:08	291	29.00	46.00	28.00	44.00	3.8
677	3	28/6/2019-14:02:09	292	29.00	46.00	28.00	44.00	3.8
677	4	28/6/2019-14:02:10	292	29.00	46.00	28.00	43.00	3.8
677	5	28/6/2019-14:02:11	293	29.00	46.00	28.00	43.00	3.8
678	0	28/6/2019-14:07:49	323	29.00	46.00	28.00	43.00	3.8
678	1	28/6/2019-14:07:50	325	29.00	46.00	28.00	43.00	3.8
678	2	28/6/2019-14:07:51	326	29.00	46.00	27.90	42.00	3.8
678	3	28/6/2019-14:07:52	328	29.00	46.00	27.90	42.00	3.8
678	4	28/6/2019-14:07:53	329	29.00	46.00	27.90	42.00	3.8
678	5	28/6/2019-14:07:55	331	29.00	46.00	27.90	42.00	3.8
679	0	28/6/2019-14:13:33	298	29.00	46.00	27.90	42.00	3.8
679	1	28/6/2019-14:13:34	300	29.00	46.00	27.90	42.00	3.8
679	2	28/6/2019-14:13:35	300	29.00	45.00	27.90	41.00	3.8
679	3	28/6/2019-14:13:36	301	29.00	45.00	27.90	41.00	3.8
679	4	28/6/2019-14:13:37	301	29.00	45.00	27.90	41.00	3.8
679	5	28/6/2019-14:13:38	302	29.00	45.00	27.90	41.00	3.8
680	0	28/6/2019-14:19:16	296	29.00	45.00	27.90	41.00	3.8
680	1	28/6/2019-14:19:17	298	29.00	45.00	27.90	41.00	3.8
680	2	28/6/2019-14:19:19	298	29.00	45.00	27.90	41.00	3.8
680	3	28/6/2019-14:19:20	299	29.00	45.00	27.90	41.00	3.8
680	4	28/6/2019-14:19:21	300	29.00	45.00	28.00	42.00	3.8
680	5	28/6/2019-14:19:22	300	29.00	45.00	28.00	42.00	3.8
681	0	28/6/2019-14:25:00	512	29.00	45.00	28.00	42.00	3.8
681	1	28/6/2019-14:25:01	513	29.00	45.00	28.00	42.00	3.8
681	2	28/6/2019-14:25:02	513	29.00	45.00	28.00	42.00	3.8
681	3	28/6/2019-14:25:03	513	29.00	45.00	28.00	42.00	3.8
681	4	28/6/2019-14:25:05	514	29.00	46.00	28.00	42.00	3.8
681	5	28/6/2019-14:25:06	514	29.00	46.00	28.00	42.00	3.8
682	0	28/6/2019-14:30:44	526	29.10	46.00	28.00	42.00	3.8
682	1	28/6/2019-14:30:45	527	29.10	46.00	28.00	42.00	3.8
682	2	28/6/2019-14:30:46	528	29.10	45.00	28.00	42.00	3.8
682	3	28/6/2019-14:30:47	529	29.10	45.00	28.00	42.00	3.8
682	4	28/6/2019-14:30:48	530	29.10	46.00	28.00	42.00	3.8
682	5	28/6/2019-14:30:49	530	29.10	46.00	28.00	42.00	3.8
683	0	28/6/2019-14:36:27	523	29.10	46.00	28.10	42.00	3.8
683	1	28/6/2019-14:36:28	525	29.10	46.00	28.10	42.00	3.8
683	2	28/6/2019-14:36:30	527	29.10	46.00	28.10	42.00	3.8
683	3	28/6/2019-14:36:31	528	29.10	46.00	28.10	42.00	3.8
683	4	28/6/2019-14:36:32	531	29.20	46.00	28.10	42.00	3.8
683	5	28/6/2019-14:36:33	532	29.20	46.00	28.10	42.00	3.8
684	0	28/6/2019-14:42:11	513	29.20	46.00	28.10	42.00	3.8
684	1	28/6/2019-14:42:12	511	29.20	46.00	28.10	42.00	3.8
684	2	28/6/2019-14:42:13	510	29.10	45.00	28.10	42.00	3.8
684	3	28/6/2019-14:42:14	509	29.10	45.00	28.10	42.00	3.8
684	4	28/6/2019-14:42:16	508	29.20	45.00	28.10	42.00	3.8
684	5	28/6/2019-14:42:17	508	29.20	45.00	28.10	42.00	3.8
685	0	28/6/2019-14:47:55	493	29.20	45.00	28.20	42.00	3.8
685	1	28/6/2019-14:47:56	493	29.20	45.00	28.20	42.00	3.8
685	2	28/6/2019-14:47:57	491	29.20	44.00	28.10	41.00	3.8
685	3	28/6/2019-14:47:58	490	29.20	44.00	28.10	41.00	3.8
685	4	28/6/2019-14:47:59	490	29.20	44.00	28.20	41.00	3.8
685	5	28/6/2019-14:48:00	489	29.20	44.00	28.20	41.00	3.8
686	0	28/6/2019-14:53:38	466	29.20	44.00	28.20	41.00	3.8
686	1	28/6/2019-14:53:40	467	29.20	44.00	28.20	41.00	3.8
686	2	28/6/2019-14:53:41	467	29.20	44.00	28.20	41.00	3.8
686	3	28/6/2019-14:53:42	466	29.20	44.00	28.20	41.00	3.8
686	4	28/6/2019-14:53:43	466	29.20	44.00	28.20	41.00	3.8
686	5	28/6/2019-14:53:44	466	29.20	44.00	28.20	41.00	3.8
687	0	28/6/2019-14:59:22	476	29.20	44.00	28.20	41.00	3.8
687	1	28/6/2019-14:59:23	476	29.20	44.00	28.20	41.00	3.8
687	2	28/6/2019-14:59:24	477	29.20	44.00	28.20	42.00	3.8
687	3	28/6/2019-14:59:26	477	29.20	44.00	28.20	42.00	3.8
687	4	28/6/2019-14:59:27	477	29.30	44.00	28.20	41.00	3.8
687	5	28/6/2019-14:59:28	478	29.30	44.00	28.20	41.00	3.8
688	0	28/6/2019-15:05:06	486	29.30	44.00	28.20	42.00	3.8
688	1	28/6/2019-15:05:07	487	29.30	44.00	28.20	42.00	3.8
688	2	28/6/2019-15:05:08	487	29.30	45.00	28.20	42.00	3.8
688	3	28/6/2019-15:05:09	487	29.30	45.00	28.20	42.00	3.8
688	4	28/6/2019-15:05:10	487	29.30	45.00	28.30	42.00	3.8
688	5	28/6/2019-15:05:12	488	29.30	45.00	28.30	42.00	3.8
689	0	28/6/2019-15:10:50	495	29.40	45.00	28.30	42.00	3.8
689	1	28/6/2019-15:10:51	496	29.40	45.00	28.30	42.00	3.8
689	2	28/6/2019-15:10:52	496	29.40	45.00	28.30	42.00	3.8
689	3	28/6/2019-15:10:53	496	29.40	45.00	28.30	42.00	3.8
689	4	28/6/2019-15:10:54	496	29.40	45.00	28.30	42.00	3.8
689	5	28/6/2019-15:10:55	496	29.40	45.00	28.30	42.00	3.8
690	0	28/6/2019-15:16:33	503	29.50	45.00	28.30	42.00	3.8
690	1	28/6/2019-15:16:35	504	29.50	45.00	28.30	42.00	3.8
690	2	28/6/2019-15:16:36	503	29.40	44.00	28.30	42.00	3.8
690	3	28/6/2019-15:16:37	505	29.40	44.00	28.30	42.00	3.8
690	4	28/6/2019-15:16:38	505	29.40	45.00	28.40	42.00	3.8
690	5	28/6/2019-15:16:39	505	29.40	45.00	28.40	42.00	3.8
691	0	28/6/2019-15:22:17	538	29.50	45.00	28.40	42.00	3.8
691	1	28/6/2019-15:22:18	539	29.50	45.00	28.40	42.00	3.8
691	2	28/6/2019-15:22:19	539	29.40	44.00	28.40	41.00	3.8
691	3	28/6/2019-15:22:21	539	29.40	44.00	28.40	41.00	3.8
691	4	28/6/2019-15:22:22	539	29.40	44.00	28.40	41.00	3.8
691	5	28/6/2019-15:22:23	539	29.40	44.00	28.40	41.00	3.8
692	0	28/6/2019-15:28:01	549	29.40	44.00	28.40	41.00	3.8
692	1	28/6/2019-15:28:02	550	29.40	44.00	28.40	41.00	3.8
692	2	28/6/2019-15:28:03	550	29.40	44.00	28.40	41.00	3.8
692	3	28/6/2019-15:28:04	550	29.40	44.00	28.40	41.00	3.8
692	4	28/6/2019-15:28:05	550	29.50	44.00	28.50	41.00	3.8
692	5	28/6/2019-15:28:07	550	29.50	44.00	28.50	41.00	3.8
693	0	28/6/2019-15:33:45	536	29.50	44.00	28.50	41.00	3.8
693	1	28/6/2019-15:33:46	535	29.50	44.00	28.50	41.00	3.8
693	2	28/6/2019-15:33:47	535	29.50	44.00	28.40	41.00	3.8
693	3	28/6/2019-15:33:48	535	29.50	44.00	28.40	41.00	3.8
693	4	28/6/2019-15:33:49	535	29.50	44.00	28.40	41.00	3.8
693	5	28/6/2019-15:33:50	534	29.50	44.00	28.40	41.00	3.8
694	0	28/6/2019-15:39:29	327	29.50	44.00	28.50	41.00	3.8
694	1	28/6/2019-15:39:30	328	29.50	44.00	28.50	41.00	3.8
694	2	28/6/2019-15:39:31	328	29.60	45.00	28.50	42.00	3.8
694	3	28/6/2019-15:39:32	328	29.60	45.00	28.50	42.00	3.8
694	4	28/6/2019-15:39:33	327	29.60	45.00	28.50	42.00	3.8
694	5	28/6/2019-15:39:34	327	29.60	45.00	28.50	42.00	3.8
